original_index,predicted_label,model_used
971,SAD,gpt-4.1
972,HAPPY,gpt-4.1
973,SAD,gpt-4.1
974,SAD,gpt-4.1
975,SAD,gpt-4.1
976,SAD,gpt-4.1
977,HAPPY,gpt-4.1
978,SAD,gpt-4.1
979,SAD,gpt-4.1
980,SAD,gpt-4.1
981,SAD,gpt-4.1
982,SAD,gpt-4.1
983,SAD,gpt-4.1
984,SAD,gpt-4.1
985,SAD,gpt-4.1
986,HAPPY,gpt-4.1
987,SAD,gpt-4.1
988,SAD,gpt-4.1
989,SAD,gpt-4.1
990,SAD,gpt-4.1
991,SAD,gpt-4.1
992,HAPPY,gpt-4.1
993,SAD,gpt-4.1
994,SAD,gpt-4.1
995,SAD,gpt-4.1
996,SAD,gpt-4.1
997,SAD,gpt-4.1
998,SAD,gpt-4.1
999,SAD,gpt-4.1
1000,SAD,gpt-4.1
1001,SAD,gpt-4.1
1002,SAD,gpt-4.1
1003,HAPPY,gpt-4.1
1004,SAD,gpt-4.1
1005,SAD,gpt-4.1
1006,SAD,gpt-4.1
1007,HAPPY,gpt-4.1
1008,SAD,gpt-4.1
1009,SAD,gpt-4.1
1010,SAD,gpt-4.1
1011,SAD,gpt-4.1
1012,SAD,gpt-4.1
1013,HAPPY,gpt-4.1
1014,SAD,gpt-4.1
1015,HAPPY,gpt-4.1
1016,SAD,gpt-4.1
1017,HAPPY,gpt-4.1
1018,SAD,gpt-4.1
1019,HAPPY,gpt-4.1
1020,HAPPY,gpt-4.1
1021,HAPPY,gpt-4.1
1022,SAD,gpt-4.1
1023,HAPPY,gpt-4.1
1024,SAD,gpt-4.1
1025,SAD,gpt-4.1
1026,HAPPY,gpt-4.1
1027,HAPPY,gpt-4.1
1028,HAPPY,gpt-4.1
1029,SAD,gpt-4.1
1030,SAD,gpt-4.1
1031,SAD,gpt-4.1
1032,SAD,gpt-4.1
1033,HAPPY,gpt-4.1
1034,HAPPY,gpt-4.1
1035,HAPPY,gpt-4.1
1036,SAD,gpt-4.1
1037,SAD,gpt-4.1
1038,SAD,gpt-4.1
1039,HAPPY,gpt-4.1
1040,HAPPY,gpt-4.1
1041,SAD,gpt-4.1
1042,SAD,gpt-4.1
1043,SAD,gpt-4.1
1044,SAD,gpt-4.1
1045,SAD,gpt-4.1
1046,SAD,gpt-4.1
1047,SAD,gpt-4.1
1048,HAPPY,gpt-4.1
1049,HAPPY,gpt-4.1
1050,SAD,gpt-4.1
1051,SAD,gpt-4.1
1052,HAPPY,gpt-4.1
1053,SAD,gpt-4.1
1054,SAD,gpt-4.1
1055,SAD,gpt-4.1
1056,SAD,gpt-4.1
1057,SAD,gpt-4.1
1058,SAD,gpt-4.1
1059,HAPPY,gpt-4.1
1060,SAD,gpt-4.1
1061,SAD,gpt-4.1
1062,SAD,gpt-4.1
1063,SAD,gpt-4.1
1064,HAPPY,gpt-4.1
1065,SAD,gpt-4.1
1066,SAD,gpt-4.1
1067,SAD,gpt-4.1
1068,SAD,gpt-4.1
1069,SAD,gpt-4.1
1070,SAD,gpt-4.1
1071,SAD,gpt-4.1
1072,SAD,gpt-4.1
1073,HAPPY,gpt-4.1
1074,HAPPY,gpt-4.1
1075,SAD,gpt-4.1
1076,HAPPY,gpt-4.1
1077,SAD,gpt-4.1
1078,SAD,gpt-4.1
1079,SAD,gpt-4.1
1080,HAPPY,gpt-4.1
1081,SAD,gpt-4.1
1082,HAPPY,gpt-4.1
1083,SAD,gpt-4.1
1084,SAD,gpt-4.1
1085,SAD,gpt-4.1
1086,SAD,gpt-4.1
1087,HAPPY,gpt-4.1
1088,SAD,gpt-4.1
1089,SAD,gpt-4.1
1090,SAD,gpt-4.1
1091,SAD,gpt-4.1
1092,SAD,gpt-4.1
1093,SAD,gpt-4.1
1094,SAD,gpt-4.1
1095,SAD,gpt-4.1
1096,HAPPY,gpt-4.1
1097,SAD,gpt-4.1
1098,SAD,gpt-4.1
1099,SAD,gpt-4.1
1100,HAPPY,gpt-4.1
1101,SAD,gpt-4.1
1102,SAD,gpt-4.1
1103,SAD,gpt-4.1
1104,HAPPY,gpt-4.1
1105,SAD,gpt-4.1
1106,SAD,gpt-4.1
1107,SAD,gpt-4.1
1108,HAPPY,gpt-4.1
1109,SAD,gpt-4.1
1110,SAD,gpt-4.1
1111,HAPPY,gpt-4.1
1112,SAD,gpt-4.1
1113,SAD,gpt-4.1
1114,SAD,gpt-4.1
1115,SAD,gpt-4.1
1116,HAPPY,gpt-4.1
1117,SAD,gpt-4.1
1118,SAD,gpt-4.1
1119,SAD,gpt-4.1
1120,SAD,gpt-4.1
1121,HAPPY,gpt-4.1
1122,HAPPY,gpt-4.1
1123,SAD,gpt-4.1
1124,HAPPY,gpt-4.1
1125,SAD,gpt-4.1
1126,SAD,gpt-4.1
1127,SAD,gpt-4.1
1128,SAD,gpt-4.1
1129,HAPPY,gpt-4.1
1130,SAD,gpt-4.1
1131,SAD,gpt-4.1
1132,HAPPY,gpt-4.1
1133,HAPPY,gpt-4.1
1134,SAD,gpt-4.1
1135,HAPPY,gpt-4.1
1136,SAD,gpt-4.1
1137,HAPPY,gpt-4.1-nano
1138,HAPPY,gpt-4.1-nano
1139,SAD,gpt-4.1-nano
1140,SAD,gpt-4.1-nano
1141,SAD,gpt-4.1-nano
1142,HAPPY,gpt-4.1-nano
1143,SAD,gpt-4.1-nano
1144,SAD,gpt-4.1-nano
1145,SAD,gpt-4.1-nano
1146,SAD,gpt-4.1-nano
1147,SAD,gpt-4.1-nano
1148,SAD,gpt-4.1-nano
1149,HAPPY,gpt-4.1-nano
1150,HAPPY,gpt-4.1-nano
1151,SAD,gpt-4.1-nano
1152,SAD,gpt-4.1-nano
1153,SAD,gpt-4.1-nano
1154,HAPPY,gpt-4.1-nano
1155,HAPPY,gpt-4.1-nano
1156,SAD,gpt-4.1-nano
1157,HAPPY,gpt-4.1-nano
1158,HAPPY,gpt-4.1-nano
1159,HAPPY,gpt-4.1-nano
1160,HAPPY,gpt-4.1-nano
1161,SAD,gpt-4.1-nano
1162,SAD,gpt-4.1
1163,HAPPY,gpt-4.1
1164,SAD,gpt-4.1
1165,HAPPY,gpt-4.1
1166,SAD,gpt-4.1
1167,SAD,gpt-4.1
1168,HAPPY,gpt-4.1
1169,HAPPY,gpt-4.1
1170,SAD,gpt-4.1
1171,HAPPY,gpt-4.1
1172,SAD,gpt-4.1
1173,HAPPY,gpt-4.1
1174,SAD,gpt-4.1
1175,HAPPY,gpt-4.1
1176,HAPPY,gpt-4.1
1177,SAD,gpt-4.1
1178,HAPPY,gpt-4.1
1179,HAPPY,gpt-4.1
1180,SAD,gpt-4.1
1181,SAD,gpt-4.1
1182,SAD,gpt-4.1
1183,HAPPY,gpt-4.1
1184,SAD,gpt-4.1
1185,HAPPY,gpt-4.1
1186,SAD,gpt-4.1
1187,HAPPY,gpt-4.1
1188,SAD,gpt-4.1
1189,HAPPY,gpt-4.1
1190,SAD,gpt-4.1-nano
1191,SAD,gpt-4.1-nano
1192,SAD,gpt-4.1-nano
1193,HAPPY,gpt-4.1-nano
1194,SAD,gpt-4.1-nano
1195,HAPPY,gpt-4.1-nano
1196,HAPPY,gpt-4.1-nano
1197,SAD,gpt-4.1-nano
1198,HAPPY,gpt-4.1-nano
1199,SAD,gpt-4.1-nano
1200,SAD,gpt-4.1-nano
1201,SAD,gpt-4.1-nano
1202,SAD,gpt-4.1-nano
1203,HAPPY,gpt-4.1-nano
1204,SAD,gpt-4.1-nano
1205,SAD,gpt-4.1-nano
1206,SAD,gpt-4.1-nano
1207,SAD,gpt-4.1-nano
1208,SAD,gpt-4.1-nano
1209,SAD,gpt-4.1-nano
1210,SAD,gpt-4.1-nano
1211,SAD,gpt-4.1-nano
1212,SAD,gpt-4.1-nano
1213,SAD,gpt-4.1-nano
1214,HAPPY,gpt-4.1-nano
1215,HAPPY,gpt-4.1-nano
1216,SAD,gpt-4.1-nano
1217,SAD,gpt-4.1-nano
1218,HAPPY,gpt-4.1-nano
1219,SAD,gpt-4.1-nano
1220,HAPPY,gpt-4.1-nano
1221,SAD,gpt-4.1-nano
1222,SAD,gpt-4.1-nano
1223,SAD,gpt-4.1-nano
1224,SAD,gpt-4.1
1225,SAD,gpt-4.1
1226,HAPPY,gpt-4.1
1227,SAD,gpt-4.1
1228,SAD,gpt-4.1
1229,HAPPY,gpt-4.1
1230,SAD,gpt-4.1
1231,SAD,gpt-4.1
1232,SAD,gpt-4.1
1233,HAPPY,gpt-4.1
1234,SAD,gpt-4.1
1235,HAPPY,gpt-4.1
1236,HAPPY,gpt-4.1
1237,SAD,gpt-4.1
1238,SAD,gpt-4.1
1239,SAD,gpt-4.1
1240,SAD,gpt-4.1
1241,SAD,gpt-4.1
1242,HAPPY,gpt-4.1
1243,SAD,gpt-4.1
1244,HAPPY,gpt-4.1
1245,HAPPY,gpt-4.1
1246,SAD,gpt-4.1
1247,SAD,gpt-4.1
1248,SAD,gpt-4.1
1249,HAPPY,gpt-4.1
1250,SAD,gpt-4.1
1251,SAD,gpt-4.1
1252,SAD,gpt-4.1
1253,HAPPY,gpt-4.1
1254,SAD,gpt-4.1
1255,SAD,gpt-4.1
1256,HAPPY,gpt-4.1
1257,HAPPY,gpt-4.1
1258,SAD,gpt-4.1
1259,SAD,gpt-4.1
1260,SAD,gpt-4.1
1261,SAD,gpt-4.1
1262,SAD,gpt-4.1
1263,HAPPY,gpt-4.1
1264,HAPPY,gpt-4.1
1265,HAPPY,gpt-4.1
1266,SAD,gpt-4.1
1267,SAD,gpt-4.1
1268,SAD,gpt-4.1
1269,HAPPY,gpt-4.1
1270,SAD,gpt-4.1
1271,SAD,gpt-4.1
1272,SAD,gpt-4.1
1273,SAD,gpt-4.1
1274,SAD,gpt-4.1
1275,HAPPY,gpt-4.1
1276,HAPPY,gpt-4.1
1277,SAD,gpt-4.1
1278,SAD,gpt-4.1
1279,SAD,gpt-4.1
1280,SAD,gpt-4.1
1281,SAD,gpt-4.1
1282,HAPPY,gpt-4.1
1283,SAD,gpt-4.1
1284,HAPPY,gpt-4.1
1285,HAPPY,gpt-4.1
1286,HAPPY,gpt-4.1
1287,HAPPY,gpt-4.1
1288,SAD,gpt-4.1
1289,SAD,gpt-4.1
1290,SAD,gpt-4.1
1291,HAPPY,gpt-4.1
1292,SAD,gpt-4.1
1293,SAD,gpt-4.1
1294,SAD,gpt-4.1
1295,SAD,gpt-4.1
1296,SAD,gpt-4.1
1297,SAD,gpt-4.1
1298,SAD,gpt-4.1
1299,HAPPY,gpt-4.1
1300,SAD,gpt-4.1
1301,SAD,gpt-4.1
1302,SAD,gpt-4.1
1303,HAPPY,gpt-4.1
1304,HAPPY,gpt-4.1
1305,HAPPY,gpt-4.1
1306,SAD,gpt-4.1
1307,SAD,gpt-4.1
1308,HAPPY,gpt-4.1
1309,HAPPY,gpt-4.1
1310,SAD,gpt-4.1
1311,SAD,gpt-4.1
1312,SAD,gpt-4.1
1313,SAD,gpt-4.1
1314,HAPPY,gpt-4.1
1315,SAD,gpt-4.1
1316,SAD,gpt-4.1
1317,HAPPY,gpt-4.1
1318,SAD,gpt-4.1
1319,HAPPY,gpt-4.1
1320,HAPPY,gpt-4.1
1321,HAPPY,gpt-4.1
1322,SAD,gpt-4.1
1323,SAD,gpt-4.1
1324,SAD,gpt-4.1
1325,SAD,gpt-4.1
1326,SAD,gpt-4.1
1327,SAD,gpt-4.1
1328,HAPPY,gpt-4.1
1329,SAD,gpt-4.1
1330,HAPPY,gpt-4.1
1331,SAD,gpt-4.1
1332,SAD,gpt-4.1
1333,HAPPY,gpt-4.1
1334,SAD,gpt-4.1
1335,SAD,gpt-4.1
1336,HAPPY,gpt-4.1
1337,HAPPY,gpt-4.1
1338,HAPPY,gpt-4.1
1339,SAD,gpt-4.1
1340,SAD,gpt-4.1
1341,SAD,gpt-4.1
1342,HAPPY,gpt-4.1
1343,HAPPY,gpt-4.1
1344,SAD,gpt-4.1
1345,SAD,gpt-4.1
1346,HAPPY,gpt-4.1
1347,SAD,gpt-4.1
1348,SAD,gpt-4.1
1349,HAPPY,gpt-4.1
1350,HAPPY,gpt-4.1
1351,SAD,gpt-4.1
1352,SAD,gpt-4.1
1353,HAPPY,gpt-4.1
1354,HAPPY,gpt-4.1
1355,HAPPY,gpt-4.1
1356,SAD,gpt-4.1
1357,SAD,gpt-4.1
1358,SAD,gpt-4.1
1359,SAD,gpt-4.1
1360,SAD,gpt-4.1
1361,HAPPY,gpt-4.1
1362,HAPPY,gpt-4.1
1363,HAPPY,gpt-4.1
1364,SAD,gpt-4.1
1365,SAD,gpt-4.1
1366,HAPPY,gpt-4.1
1367,SAD,gpt-4.1
1368,HAPPY,gpt-4.1
1369,SAD,gpt-4.1
1370,SAD,gpt-4.1
1371,SAD,gpt-4.1
1372,HAPPY,gpt-4.1
1373,SAD,gpt-4.1
1374,SAD,gpt-4.1
1375,HAPPY,gpt-4.1
1376,SAD,gpt-4.1
1377,SAD,gpt-4.1
1378,HAPPY,gpt-4.1
1379,SAD,gpt-4.1
1380,SAD,gpt-4.1
1381,SAD,gpt-4.1
1382,SAD,gpt-4.1
1383,SAD,gpt-4.1
1384,HAPPY,gpt-4.1
1385,SAD,gpt-4.1
1386,HAPPY,gpt-4.1
1387,SAD,gpt-4.1
1388,HAPPY,gpt-4.1
1389,SAD,gpt-4.1
1390,SAD,gpt-4.1
1391,SAD,gpt-4.1
1392,HAPPY,gpt-4.1
1393,SAD,gpt-4.1-nano
1394,SAD,gpt-4.1-nano
1395,HAPPY,gpt-4.1-nano
1396,SAD,gpt-4.1-nano
1397,HAPPY,gpt-4.1-nano
1398,SAD,gpt-4.1-nano
1399,HAPPY,gpt-4.1-nano
1400,SAD,gpt-4.1-nano
1401,HAPPY,gpt-4.1
1402,SAD,gpt-4.1
1403,SAD,gpt-4.1
1404,SAD,gpt-4.1
1405,SAD,gpt-4.1
1406,HAPPY,gpt-4.1
1407,HAPPY,gpt-4.1
1408,SAD,gpt-4.1
1409,SAD,gpt-4.1
1410,SAD,gpt-4.1
1411,SAD,gpt-4.1
1412,HAPPY,gpt-4.1
1413,HAPPY,gpt-4.1
1414,SAD,gpt-4.1
1415,HAPPY,gpt-4.1
1416,SAD,gpt-4.1
1417,SAD,gpt-4.1
1418,HAPPY,gpt-4.1
1419,HAPPY,gpt-4.1
1420,SAD,gpt-4.1
1421,SAD,gpt-4.1
1422,HAPPY,gpt-4.1
1423,HAPPY,gpt-4.1
1424,HAPPY,gpt-4.1
1425,SAD,gpt-4.1
1426,SAD,gpt-4.1
1427,HAPPY,gpt-4.1
1428,SAD,gpt-4.1
1429,SAD,gpt-4.1
1430,SAD,gpt-4.1
1431,SAD,gpt-4.1
1432,SAD,gpt-4.1
1433,SAD,gpt-4.1
1434,HAPPY,gpt-4.1
1435,SAD,gpt-4.1
1436,SAD,gpt-4.1
1437,HAPPY,gpt-4.1
1438,SAD,gpt-4.1
1439,SAD,gpt-4.1
1440,SAD,gpt-4.1
1441,SAD,gpt-4.1
1442,SAD,gpt-4.1
1443,HAPPY,gpt-4.1
1444,SAD,gpt-4.1
1445,SAD,gpt-4.1
1446,SAD,gpt-4.1
1447,HAPPY,gpt-4.1
1448,HAPPY,gpt-4.1
1449,HAPPY,gpt-4.1
1450,HAPPY,gpt-4.1
1451,SAD,gpt-4.1
1452,HAPPY,gpt-4.1
1453,HAPPY,gpt-4.1
1454,SAD,gpt-4.1
1455,SAD,gpt-4.1
1456,SAD,gpt-4.1
1457,HAPPY,gpt-4.1
1458,HAPPY,gpt-4.1
1459,SAD,gpt-4.1
1460,HAPPY,gpt-4.1
1461,SAD,gpt-4.1
1462,SAD,gpt-4.1
1463,HAPPY,gpt-4.1
1464,SAD,gpt-4.1
1465,HAPPY,gpt-4.1
1466,SAD,gpt-4.1
1467,HAPPY,gpt-4.1
1468,SAD,gpt-4.1
1469,SAD,gpt-4.1
1470,SAD,gpt-4.1
1471,HAPPY,gpt-4.1
1472,SAD,gpt-4.1
1473,HAPPY,gpt-4.1
1474,SAD,gpt-4.1
1475,HAPPY,gpt-4.1
1476,HAPPY,gpt-4.1
1477,SAD,gpt-4.1
1478,SAD,gpt-4.1
1479,SAD,gpt-4.1
1480,SAD,gpt-4.1
1481,SAD,gpt-4.1
1482,HAPPY,gpt-4.1
1483,SAD,gpt-4.1
1484,HAPPY,gpt-4.1
1485,SAD,gpt-4.1
1486,HAPPY,gpt-4.1
1487,SAD,gpt-4.1
1488,SAD,gpt-4.1
1489,HAPPY,gpt-4.1
1490,SAD,gpt-4.1
1491,HAPPY,gpt-4.1
1492,SAD,gpt-4.1
1493,HAPPY,gpt-4.1
1494,SAD,gpt-4.1
1495,HAPPY,gpt-4.1
1496,HAPPY,gpt-4.1
1497,SAD,gpt-4.1
1498,HAPPY,gpt-4.1
1499,HAPPY,gpt-4.1
1500,SAD,gpt-4.1
1501,SAD,gpt-4.1
1502,HAPPY,gpt-4.1
1503,SAD,gpt-4.1
1504,SAD,gpt-4.1
1505,SAD,gpt-4.1
1506,SAD,gpt-4.1
1507,SAD,gpt-4.1
1508,SAD,gpt-4.1
1509,HAPPY,gpt-4.1
1510,SAD,gpt-4.1
1511,SAD,gpt-4.1
1512,SAD,gpt-4.1
1513,HAPPY,gpt-4.1
1514,SAD,gpt-4.1
1515,SAD,gpt-4.1
1516,SAD,gpt-4.1
1517,SAD,gpt-4.1
1518,SAD,gpt-4.1
1519,SAD,gpt-4.1
1520,SAD,gpt-4.1
1521,SAD,gpt-4.1
1522,SAD,gpt-4.1
1523,SAD,gpt-4.1
1524,SAD,gpt-4.1
1525,SAD,gpt-4.1
1526,HAPPY,gpt-4.1
1527,SAD,gpt-4.1
1528,HAPPY,gpt-4.1
1529,SAD,gpt-4.1
1530,SAD,gpt-4.1
1531,SAD,gpt-4.1
1532,HAPPY,gpt-4.1
1533,SAD,gpt-4.1
1534,HAPPY,gpt-4.1
1535,SAD,gpt-4.1
1536,HAPPY,gpt-4.1
1537,HAPPY,gpt-4.1
1538,SAD,gpt-4.1
1539,SAD,gpt-4.1
1540,SAD,gpt-4.1
1541,SAD,gpt-4.1
1542,SAD,gpt-4.1
1543,HAPPY,gpt-4.1
1544,HAPPY,gpt-4.1
1545,SAD,gpt-4.1
1546,HAPPY,gpt-4.1
1547,HAPPY,gpt-4.1
1548,HAPPY,gpt-4.1
1549,SAD,gpt-4.1
1550,HAPPY,gpt-4.1
1551,SAD,gpt-4.1
1552,HAPPY,gpt-4.1
1553,HAPPY,gpt-4.1
1554,HAPPY,gpt-4.1
1555,SAD,gpt-4.1
1556,HAPPY,gpt-4.1
1557,SAD,gpt-4.1
1558,SAD,gpt-4.1
1559,HAPPY,gpt-4.1
1560,SAD,gpt-4.1
1561,HAPPY,gpt-4.1
1562,SAD,gpt-4.1
1563,SAD,gpt-4.1
1564,HAPPY,gpt-4.1
1565,HAPPY,gpt-4.1
1566,HAPPY,gpt-4.1
1567,HAPPY,gpt-4.1
1568,HAPPY,gpt-4.1
1569,HAPPY,gpt-4.1
1570,SAD,gpt-4.1
1571,HAPPY,gpt-4.1
1572,SAD,gpt-4.1
1573,SAD,gpt-4.1
1574,HAPPY,gpt-4.1
1575,HAPPY,gpt-4.1
1576,SAD,gpt-4.1
1577,SAD,gpt-4.1
1578,HAPPY,gpt-4.1
1579,HAPPY,gpt-4.1
1580,SAD,gpt-4.1
1581,SAD,gpt-4.1
1582,HAPPY,gpt-4.1
1583,SAD,gpt-4.1
1584,SAD,gpt-4.1
1585,SAD,gpt-4.1
1586,SAD,gpt-4.1
1587,SAD,gpt-4.1
1588,SAD,gpt-4.1
1589,SAD,gpt-4.1
1590,SAD,gpt-4.1
1591,SAD,gpt-4.1
1592,SAD,gpt-4.1
1593,SAD,gpt-4.1
1594,HAPPY,gpt-4.1
1595,SAD,gpt-4.1
1596,HAPPY,gpt-4.1
1597,SAD,gpt-4.1
1598,SAD,gpt-4.1
1599,HAPPY,gpt-4.1
1600,SAD,gpt-4.1
1601,HAPPY,gpt-4.1
1602,HAPPY,gpt-4.1
1603,SAD,gpt-4.1
1604,SAD,gpt-4.1
1605,HAPPY,gpt-4.1
1606,SAD,gpt-4.1
1607,HAPPY,gpt-4.1
1608,HAPPY,gpt-4.1
1609,HAPPY,gpt-4.1
1610,SAD,gpt-4.1
1611,SAD,gpt-4.1
1612,SAD,gpt-4.1
1613,SAD,gpt-4.1
1614,SAD,gpt-4.1
1615,SAD,gpt-4.1
1616,SAD,gpt-4.1
1617,SAD,gpt-4.1
1618,HAPPY,gpt-4.1
1619,SAD,gpt-4.1
1620,SAD,gpt-4.1
1621,HAPPY,gpt-4.1
1622,SAD,gpt-4.1
1623,HAPPY,gpt-4.1
1624,SAD,gpt-4.1
1625,SAD,gpt-4.1
1626,SAD,gpt-4.1
1627,HAPPY,gpt-4.1
1628,SAD,gpt-4.1
1629,HAPPY,gpt-4.1
1630,HAPPY,gpt-4.1
1631,SAD,gpt-4.1
1632,HAPPY,gpt-4.1
1633,SAD,gpt-4.1
1634,HAPPY,gpt-4.1
1635,HAPPY,gpt-4.1
1636,HAPPY,gpt-4.1
1637,SAD,gpt-4.1
1638,SAD,gpt-4.1
1639,SAD,gpt-4.1
1640,SAD,gpt-4.1
1641,SAD,gpt-4.1
1642,HAPPY,gpt-4.1
1643,HAPPY,gpt-4.1
1644,SAD,gpt-4.1
1645,SAD,gpt-4.1
1646,SAD,gpt-4.1
1647,SAD,gpt-4.1
1648,SAD,gpt-4.1
1649,HAPPY,gpt-4.1
1650,SAD,gpt-4.1
1651,SAD,gpt-4.1
1652,SAD,gpt-4.1
1653,SAD,gpt-4.1
1654,SAD,gpt-4.1
1655,HAPPY,gpt-4.1
1656,HAPPY,gpt-4.1
1657,SAD,gpt-4.1
1658,SAD,gpt-4.1
1659,HAPPY,gpt-4.1
1660,SAD,gpt-4.1
1661,SAD,gpt-4.1
1662,HAPPY,gpt-4.1
1663,SAD,gpt-4.1
1664,HAPPY,gpt-4.1
1665,SAD,gpt-4.1
1666,SAD,gpt-4.1
1667,SAD,gpt-4.1
1668,HAPPY,gpt-4.1
1669,SAD,gpt-4.1
1670,SAD,gpt-4.1
1671,HAPPY,gpt-4.1
1672,SAD,gpt-4.1
1673,SAD,gpt-4.1
1674,SAD,gpt-4.1
1675,SAD,gpt-4.1
1676,SAD,gpt-4.1
1677,HAPPY,gpt-4.1
1678,SAD,gpt-4.1
1679,HAPPY,gpt-4.1
1680,HAPPY,gpt-4.1
1681,SAD,gpt-4.1
1682,SAD,gpt-4.1
1683,HAPPY,gpt-4.1
1684,HAPPY,gpt-4.1
1685,SAD,gpt-4.1
1686,SAD,gpt-4.1
1687,SAD,gpt-4.1
1688,SAD,gpt-4.1
1689,SAD,gpt-4.1
1690,HAPPY,gpt-4.1
1691,SAD,gpt-4.1
1692,SAD,gpt-4.1
1693,SAD,gpt-4.1
1694,SAD,gpt-4.1
1695,HAPPY,gpt-4.1
1696,SAD,gpt-4.1
1697,SAD,gpt-4.1
1698,SAD,gpt-4.1
1699,SAD,gpt-4.1
1700,HAPPY,gpt-4.1
1701,SAD,gpt-4.1
1702,SAD,gpt-4.1
1703,HAPPY,gpt-4.1
1704,SAD,gpt-4.1
1705,SAD,gpt-4.1
1706,HAPPY,gpt-4.1
1707,SAD,gpt-4.1
1708,HAPPY,gpt-4.1
1709,SAD,gpt-4.1
1710,SAD,gpt-4.1
1711,SAD,gpt-4.1
1712,SAD,gpt-4.1
1713,HAPPY,gpt-4.1
1714,SAD,gpt-4.1
1715,SAD,gpt-4.1
1716,SAD,gpt-4.1
1717,SAD,gpt-4.1
1718,SAD,gpt-4.1
1719,SAD,gpt-4.1
1720,HAPPY,gpt-4.1
1721,HAPPY,gpt-4.1
1722,HAPPY,gpt-4.1
1723,HAPPY,gpt-4.1
1724,HAPPY,gpt-4.1
1725,HAPPY,gpt-4.1
1726,HAPPY,gpt-4.1
1727,HAPPY,gpt-4.1
1728,SAD,gpt-4.1
1729,HAPPY,gpt-4.1
1730,HAPPY,gpt-4.1
1731,HAPPY,gpt-4.1
1732,SAD,gpt-4.1
1733,SAD,gpt-4.1
1734,SAD,gpt-4.1
1735,SAD,gpt-4.1
1736,SAD,gpt-4.1
1737,SAD,gpt-4.1
1738,SAD,gpt-4.1
1739,SAD,gpt-4.1
1740,SAD,gpt-4.1
1741,SAD,gpt-4.1
1742,HAPPY,gpt-4.1
1743,SAD,gpt-4.1
1744,HAPPY,gpt-4.1
1745,SAD,gpt-4.1
1746,HAPPY,gpt-4.1
1747,SAD,gpt-4.1
1748,HAPPY,gpt-4.1
1749,HAPPY,gpt-4.1
1750,HAPPY,gpt-4.1
1751,SAD,gpt-4.1
1752,SAD,gpt-4.1
1753,HAPPY,gpt-4.1
1754,SAD,gpt-4.1
1755,SAD,gpt-4.1
1756,SAD,gpt-4.1
1757,SAD,gpt-4.1
1758,SAD,gpt-4.1
1759,SAD,gpt-4.1
1760,SAD,gpt-4.1
1761,SAD,gpt-4.1
1762,SAD,gpt-4.1
1763,SAD,gpt-4.1
1764,HAPPY,gpt-4.1
1765,SAD,gpt-4.1
1766,SAD,gpt-4.1
1767,SAD,gpt-4.1
1768,SAD,gpt-4.1
1769,SAD,gpt-4.1
1770,SAD,gpt-4.1
1771,HAPPY,gpt-4.1
1772,HAPPY,gpt-4.1
1773,HAPPY,gpt-4.1
1774,HAPPY,gpt-4.1
1775,SAD,gpt-4.1
1776,SAD,gpt-4.1
1777,HAPPY,gpt-4.1
1778,HAPPY,gpt-4.1
1779,SAD,gpt-4.1
1780,SAD,gpt-4.1
1781,SAD,gpt-4.1
1782,SAD,gpt-4.1
1783,HAPPY,gpt-4.1
1784,HAPPY,gpt-4.1
1785,SAD,gpt-4.1
1786,SAD,gpt-4.1
1787,SAD,gpt-4.1
1788,SAD,gpt-4.1
1789,SAD,gpt-4.1
1790,HAPPY,gpt-4.1
1791,HAPPY,gpt-4.1
1792,SAD,gpt-4.1
1793,SAD,gpt-4.1
1794,HAPPY,gpt-4.1
1795,HAPPY,gpt-4.1
1796,SAD,gpt-4.1
1797,HAPPY,gpt-4.1
1798,HAPPY,gpt-4.1
1799,SAD,gpt-4.1
1800,SAD,gpt-4.1
1801,HAPPY,gpt-4.1
1802,SAD,gpt-4.1
1803,HAPPY,gpt-4.1
1804,SAD,gpt-4.1
1805,SAD,gpt-4.1
1806,SAD,gpt-4.1
1807,SAD,gpt-4.1
1808,SAD,gpt-4.1
1809,SAD,gpt-4.1
1810,SAD,gpt-4.1
1811,SAD,gpt-4.1
1812,SAD,gpt-4.1
1813,HAPPY,gpt-4.1
1814,HAPPY,gpt-4.1
1815,SAD,gpt-4.1
1816,SAD,gpt-4.1
1817,SAD,gpt-4.1
1818,SAD,gpt-4.1
1819,SAD,gpt-4.1
1820,HAPPY,gpt-4.1
1821,SAD,gpt-4.1
1822,HAPPY,gpt-4.1
1823,SAD,gpt-4.1
1824,HAPPY,gpt-4.1
1825,HAPPY,gpt-4.1
1826,SAD,gpt-4.1
1827,HAPPY,gpt-4.1
1828,SAD,gpt-4.1
1829,HAPPY,gpt-4.1
1830,SAD,gpt-4.1
1831,SAD,gpt-4.1
1832,SAD,gpt-4.1
1833,SAD,gpt-4.1
1834,HAPPY,gpt-4.1
1835,HAPPY,gpt-4.1
1836,HAPPY,gpt-4.1
1837,SAD,gpt-4.1
1838,SAD,gpt-4.1
1839,SAD,gpt-4.1
1840,SAD,gpt-4.1
1841,HAPPY,gpt-4.1
1842,HAPPY,gpt-4.1
1843,HAPPY,gpt-4.1
1844,SAD,gpt-4.1
1845,HAPPY,gpt-4.1
1846,SAD,gpt-4.1
1847,SAD,gpt-4.1
1848,SAD,gpt-4.1
1849,HAPPY,gpt-4.1
