comment,label,label_id
حجم جوجه بسیار کم بود,SAD,1.0
پیتزا کمی سرد بود ساندویچ نانش خشک بود,SAD,1.0
یک ساعت و نیم طول کشید تا سفارش رسید و کمی خنک شده بود,SAD,1.0
تو ترکیباتش نوشته بود فیله مرغ و گوشت چرخ‌کرده و … ولی مرغ آب پز ریش‌ریش شده بود که بوش تو ذوق میزد در کل بد نبود,SAD,1.0
بستنی‌ها اشتباه بودند! / سرعت ارسال خیلی خوب,HAPPY,0.0
کیفیت فوق العاده بد,SAD,1.0
متاسفانه پیک در حمل باعث شده بود کیک ظاهرش بهم ریخته بشه,SAD,1.0
به قیمت اعلامی پس از سفارش مالیات افزوده شد. بهتر است مبلغ اعلام شده در منو همراه با همه موارد باشد تا بتوان بهتر تصمیم گیری کرد,HAPPY,0.0
غذا بعد از یک ساعت و بیست دقیقه به دستم رسید. دیگه این اسمش فست فود نیست خدایی. نیمه سرد. و البته کیفیتش هم خیلی پایین‌تر از دفعات قبل. هر دفعه پس میره کیفیتش. شاید دفعه آخرم باشه که خرید میکنم,SAD,1.0
غذا سرد بود و ۱ ساعت طول کشید تا برسد دستم,SAD,1.0
خوب بود فقط یکم قیمتها به نسبت بالاست,HAPPY,0.0
شیرینیها فوق العاده تازه و خوشمزه بود.,HAPPY,0.0
خیلی کم بود و شکلاتی نبود.,SAD,1.0
زده حدودا ١٨ تا ولی ١٢ تا بود ٦ تا کمتر که فکر کنم تو شیرینی ناپلونی خیلی زیاده در کل راضی نبودم برای دومین بار,SAD,1.0
خیلی خوب و تازه بود ولى کاش مرغش رو گریل میکردن,HAPPY,0.0
واقعا افتضاح بود، خجالت نمیکشید اینارو میدید به مشتری‌ها، واقعا تاسف آوره,SAD,1.0
از هایدا بعید بود پنیر اصلا نداشت سس اونقدر ریخته بودن که ساندویچ خیس و شل و زمخت بود,SAD,1.0
خیلی عالی بود خوشمزه وباقیمت عالی وزمان خوبی ارسال شد,HAPPY,0.0
سرعت تهیه و ارسال عالی با توجه به فاصله زیاد تحویل غذای داغ بسته بندی خوب مخلفات مکفی اما …. مرغ خام متأسفانه که فکر,SAD,1.0
همه چی عالی سرعت رسیدن سفارش و کیفیت کالا,HAPPY,0.0
حلیم امروز حتی یک تکه گوشت هم نداشت. اغراق یا سختگیری هم نمی‌کنم واقعا کل ظرف رو با چنگال گشتم حتی یه تکه گوشت هم نداشت.,SAD,1.0
پیتزا سرد شده بود و کیفیت و طعمش اون طوری که همیشه از پرپروک انتظار داشتم نبود. برای همین به نوعی نا امید کننده بود برام,SAD,1.0
دلیوری اسنپ واقعا بد بود همه‌ی شیرینی‌ها خراب رسیدن,SAD,1.0
زرشک پلو با مرغ عالیه,HAPPY,0.0
دفعه قبلی که سفارش داده بودم راضی بودم ولی ایندفعه همش پنیر پیتزا بود و میزان مرغ و گوشت خیلی کم بود,SAD,1.0
فاصله رستوران دوکوچه است ولی غذا دوساعت بعد به دست ما رسید، انتخابی برای ران یا سینه در منوی مرغ وجود ندارد.,SAD,1.0
همه چی عالی و بدون نقص,HAPPY,0.0
کباب کمی شور بود و گوجه باید بیشتر کباب می‌شد.,HAPPY,0.0
سلام، من سس تاباسکو تند (هابانرو) گرفتم که قیمتش ۸ هزار تومان بیشتر بود اما برای من همون سس تاباسکو معمولی فرستادن,HAPPY,0.0
مقدار زیادی آب بود و رشته و کمی پوست غلات و حبوبات. باید با چنگال همش بزنی که بتونی یه لوبیا شکار کنی مثلا. خدا رو خوش نمیاد غذای زندانم اینجوری نیس آخه: (,SAD,1.0
بدمزه و پر از استخوان,SAD,1.0
سفارش بنده شامل ۲سیخ کباب سوخته بود که اشتباه کردم و عکس نگرفتم ازشون که بعدا براحتی تکذیب نشه، طعم غذا هم نسبت به قبل با افت شدیدی روبرو شده که باعث شد در ارتباط با سفارشات بعدی از این کبابسرا تجدید نظر کنم.,SAD,1.0
همیشه عالی و به موقع,HAPPY,0.0
این چه وضعشه؟ واقعا افتضاح بود من ۴تا بستنی گرفتم ۳تا فرستادین بعدش هم که تماس گرفتم گفتین سرمون شلوغه نمیتونیم بفرستیم,SAD,1.0
واقعا با خوردن رولتها آدم حس شیرینی‌های قدیمی بهش دست میده، رولت‌های این قنادی بهترینش هستن، بقیه شیرینی ترهاشم خوبه، شیرینی خشک تا حالا امتحان نکردم,HAPPY,0.0
بهترین پیتزایی که تا الان خوردم ضخامت بالا و سس فراوان,HAPPY,0.0
در مورد وجود خیار هیچ نظری ندارم در هات داگ. نون هم کمی خشک بود. شیلا همشگی نبود.,SAD,1.0
کیفیت غذا خوب نبود!!!,SAD,1.0
سفارش خیلی سریع به دستم رسیپد.,HAPPY,0.0
این ساندویچ فوق العاده اس,HAPPY,0.0
بد مزه‌ترین ساندویچی که تا به حال خوردم.,SAD,1.0
سلام کیفیت غذا به شدت پایین بود در ضمن سس مخصوص نداشت دوتا سس کیسه ایی داشت …. ارزش خرید وخوردن ندارد,SAD,1.0
ساندویچ هات داگ خیلی معمولی بود و نونش مونده بود، غذا هم گرم نبود,HAPPY,0.0
بسیار بی کیفیت و بدمزه و کم حجم در عوض قیمت بسیار بالا سالاد سزار ی مشت کاهو خرد شده با سه بند انگشت مخلفات بود بقیه هم همینطور پیتزا ٣١ هزار تومن بی کیفیت و کوچک من دیکه از پرپروک غذا سفارش نمیدم,SAD,1.0
سلام کلا تعریف اش شعله قلمکارش متفاوته حتی با اونی کا خودش هم نوشته متفاوت بود نه لوبیا نه هیچ چیز دیگه‌ای فقط برنج بود و عدس و سبزی!!! شیر برنجش خوب بود …,HAPPY,0.0
تازه و خوشمزه و سریع,HAPPY,0.0
کیفیت سوسیس استفاده شده پایین بود و حجم مواد داخل ساندویچ خیلی کم,SAD,1.0
غذا خوب بود ولب هزینه پیک واسه یه خیابون خیلی زیاد بود,HAPPY,0.0
غذا بسیار سرد بود با اینکه بعد مسافتی نداشت,SAD,1.0
پک غذا خوب بود ولی طعم و مزه و چاشنی‌ها خیلی جا داشت بهتر باشه، سرد هم شده بود,HAPPY,0.0
بسیار عالی وخیلی خوش طعم بود,HAPPY,0.0
سالاد سزار در اون حدی که انتظار داشتم نبود,HAPPY,0.0
غذا‌ها بسیار با کیفیت است. فقط برای منی که خودم رستوران دار هستم عجیب است که ٦-٧ تا کوچه فاصله چرا ١٫٨٠٠ تومان پول پیک. لطفا تجدید نظر فرمایید,HAPPY,0.0
کشک و بادمجان بیشترین مزه‌ای که ازش گرقته میشد طعم اب و پیاز بود. و دیگر هیچ … شبزی‌های پلاسیده که ب خاطر هوا میشد نادیده گرفت. اما واقعا طعم غذا توی چشم میزد …,SAD,1.0
سفارش ناقص بود و هزینه هم کسر نشده بود,SAD,1.0
عالی بود واقعا. ممنون که انقدر کیفیت غذاشون بالاست,HAPPY,0.0
پیتزا کمی سرد بود,HAPPY,0.0
با تشکر، آب مرغ زیاد بود و از برنج جدا نبود. چرب شده بود. حجم مرغ هم نسبت به قبل کمتر بود,HAPPY,0.0
عالی و فوری بود. تشکر,HAPPY,0.0
املت قارچ و سوسیس یچیزی بود شبیه به ملات سر ساختمون. عکس‌های گذاشته شده با غذای ارسال شده کلی تفاوت داشت. حجم غذا ارسال شده به اندازه ۴ لقمه متوسط بود (با ۱/۴ نون بربری ارسال شده، تموم شد),SAD,1.0
غذا کاملا سرد بود. ته دیگ خشک و قدیمی طور بود.,SAD,1.0
خیلی خوشمزه و سلامت بود,HAPPY,0.0
متاسفانه بسیار کم حجم و خمیرش به نسبت قبل بسیار نازک شده بود پنیرپیتزا هم بسیار کم بود,SAD,1.0
مثل همیشه عالی. ممنون. خدابرکت بده. ‌به نظر من اگه میخواهیم پیشرفت کنیم و پول دربیاریم به فکر مشتری باشیم اول بعد جیب خودمون ‌چون اگه اونا نباشن طبیعتا ماهم نیستیم با تشکر خسته نباشید.,HAPPY,0.0
بد نبود متوسط ولی راضی بودم فقط یکم گرونه با توجه به مواد مصرفییییییییی خدایی ۴۶ تومن یه پیتزا ک با ۱۰ تومن جمع میشه کردش زیاده من جای فروشگاه بودم قیمتمو نصف میکردم برای فروش اینترنتیا فروشش بیشترم میشد,HAPPY,0.0
شیرینی یخ زده بود,SAD,1.0
دورچین نسبت به دفعه‌های قبل، کمتر بود.,HAPPY,0.0
شب‌ها خیلى دیر مى رسد لطفا رسیدگى کمید,HAPPY,0.0
سالاد‌ها فوق العاده خوشمزه و تازه بودن سپاس,HAPPY,0.0
کوپنی که به سفارش ما تعلق گرفته بود و سوپ بود، ارسال نشده بود. کیفیت مرغی که در زرشک‌پلو بود خوب نبود.,SAD,1.0
ساندویچ خیلی شور بود!!!,SAD,1.0
غذا با تاخیر رسید و سرد بود، از کیفیت و کمیت چیزی نگم بهتره، ضمنا قبل از رسیدن پیک اس ام اس تحویل شد برایم آمد,SAD,1.0
لیمو نداشت خیلی ام چرب بود,HAPPY,0.0
برانی برعکس دفعه قبل که خیلی تازه و خوب بود این بار خیلی مونده و سفت بود. زبان اما خوب بود,SAD,1.0
خورشت مانده بود بد بود,SAD,1.0
عالی، همه چی عالی بود، مخصوصا اسموتی عالی ممنون لانجیند,HAPPY,0.0
غذا عالی بود، جوجه زعفرانی بی نهایت نرم و تازه و خوش طعم مشخص بود که گوشت باکیفیتی هست و به خوبی با زعفرون مرینیت شده، دقیقا عین جوجه زعفرونی خونگی، میرزاقاسمی هم بینهایت لذیذ بود حتی به جرات میتونم بگم از میرزاقاسمی هایی که ما توی رشت و انزلی سفارش میدیم هم بهتر بود! بهترین و تنها انتخاب من در این محل هستید، بلاخره جایی پیدا شد که بدون نگرانی میتونیم ازشون غذای باکیفیت سفارش بدم، و اینکه پسر کوچولوی بدغذای من رو غذاخور کردید یعنی نمرتون بیسته، انشاالله همیشه به همین کیفیت باقی بمونید و خدا به کسب و کارتون برکت بده،,HAPPY,0.0
کیفیت نان از دفعه‌ی قبل خیلی بهتر شده بود و خیلی خمیر و شل نبود. نان ساندویچ باید برشته‌تر باشد. سپاس از توجه شما,HAPPY,0.0
سلام =‌ پیتزا سفارشی من خیلی به موقع و زودتر از انتظار رسید. غذا هم واقعا عالی و خوشمزه بود. از مدیر محترم و بروبچه‌های سیب خیلی خیلی خیلی تشکر میکنم. پیروزو موفق باشید.,HAPPY,0.0
دست شما درد نکنه خیلی قیمت و کیفتش عالی بوددددددد,HAPPY,0.0
حجم پیتزا عالی بود. فقط یکم پنیر پیتزا کم بود. بسته بندی حرفه‌ای بود. سفارش فوق العاده سریع آماده شد و رسید. ساندویچ فلیمر هم کاملا نرم و لذیذ و خوشمزه بود. در کل سفارش از این رستوران تجربه‌ای بود که آدم دوست داره تکرار کنه.,HAPPY,0.0
مثل همیشه عالی ولی ۷۰۰۰تومان پیک؟؟!! قبلا ۴۰۰۰تومان بود!,HAPPY,0.0
خیلی خوب و سریع کالا رو میرسونند. من واقعا راضیم,HAPPY,0.0
متاسفانه کیفیت غذا خیلی پایین‌تر از گذشته شده، جوجه بدون استخوان خام بود. من تا به حال گردن مرغ رو تو جوجه با استخوان ندیده بودم.,SAD,1.0
سریع بود ارسال برنج ایرانی بود. کباب هم مورد قبول بود. سبزی هم همراه غذا گذاشته بودن,HAPPY,0.0
چیز برگر فرانسوی کمی روی نانش بیشتر از حد معمول برشته شده بود اما در کل عالی بود,HAPPY,0.0
بسیار عالی و خوشمزه خیلی هم سریع رسید …,HAPPY,0.0
قیمت سیب زمینی با سس قارچ نسبت به قیمتش خیلی زیاده:,HAPPY,0.0
دفعه قبل که سفارش دادم گفتم جز بهتریناست ولی ایندفعه هم حجمش کمتر بود هم مزه‌اش مثله قبلی نبود ولی بازم میشد گفت خوشمزه است,HAPPY,0.0
یکی از بی مزه‌ترین و بدترین پیتزاهایی که تا حالا خوردم. هیچ طعمی نداشت. حیف پول,SAD,1.0
بنظرم با همین قیمت میتونید سالاد را با کیفیت بهتری عرضه کنید.,HAPPY,0.0
اگه میدونستم نون پنیر بجای پیتزا میاد برای صبحانه سفارش میدادم,SAD,1.0
پیتزا سرد شده بود و کاملا پنیر پیتزا سفت شده بود! واقعا پیتزا رو سرد خوردن فایده‌ای نداره.,HAPPY,0.0
متاسفانه کیک تازه نبود و خشک بود,SAD,1.0
بستنی سفارش داده بودیم که اب شده بود وتوقع داشتم زودتر برسه,SAD,1.0
غذاى مونده نفرستید لطفن,SAD,1.0
گوشت خوب بود ولی برنج کم و یخورده شفته بود,HAPPY,0.0
عالی بود. خورشت‌ها هم مثل بقیه غذاهاتون بسیار خوشمزه و با کیفیت هستش. ممنون بابت ارسال سریع و غذای گرمتون,HAPPY,0.0
مدت زمانی بسیار زیاد برای آوردن غذا و همچنین کیفیت پایین,SAD,1.0
اولین بار بود که سفارش میدادم و بسیاااااار خوشمزه بود خیلی خوشم اومد بازم سفارش خواهم داد,HAPPY,0.0
پیک غذا را در لابی رها کرده بود. طعم روغن سوخته در غذا,SAD,1.0
واقعا سریع و عالی بود. ممنون,HAPPY,0.0
خیلی بد بود انگار خام بود,SAD,1.0
خوب و خوشمزه در حجم معقول,HAPPY,0.0
مرسی بابت پک سبزی خوردن کنار غذا، عالی بود جوجه,HAPPY,0.0
یوی از خوشمزه‌ترین شیرینی گردوهایی هستش که خوردم. واقعا عالیه,HAPPY,0.0
-جوجه کباب قرار بود بیارن کوبیده آوردن، -وسط کباب اصلا نپخته بود، کلا خیلی ضعیف بود متاسفم,SAD,1.0
باروژ عزیز لطفا کاری کنید که نان پیتزا طعم ندهد. نان پیتزا باید مزه نان بدهد نه یک مزه خاص که شبیه طعم خیلی کم کارامل و یا یک نوع شیرینی و یا …. نمی‌دانم این همه پیتزا در تهران خوردم فقط نان پیتزای شما مزه دار است فکری کنید لطفا,SAD,1.0
کمی ظاهرش بهم ریخته بود ولی طعمش خوب بود,HAPPY,0.0
کیفیت براونی مناسب بود ولی شیرینی دنیش تازه نبود,HAPPY,0.0
کیک چاکلت خیلی مونده بود و یک مدل دیگه هم داخل جعبه به جای کیک چاکلت بود که جز سفارش من نبود.,SAD,1.0
سلام من یک شیرینی مخلوط سفارش داده بودم این یعنی من از چند مدل درخواست کردم!!!!!! توی توضیحاتم تاکید کردم نون خامه‌ای بزارین ولی شما فقط فقط رولت تحویل من دادین!!!!!!!! این بی توجهی شما به مشتری باعث شدکه من دیگه سفارشی بهتون ندم واقعا راضی نیستم!!!!!!!!!!!,SAD,1.0
ردولوت توی حمل ظاهرش خراب شده و تعدادش هم ۶ عدد بیشتر نبود. ناپلئونی قیفی با عکسش متفاوت بود و یک اندازه نبودند یعنی کوچک و بزرگ بودند. شیرینی شکلاتی هم فقط ۵تا بودند و ۴ تا رولت بجای مابقی شکلاتی‌ها فرستاده شده. چیزی که تحویل شده تفاوت زیادی با سفارش داره مخصوصا وزنش کمتر از ۱٫۵ کیلو بنظر میاد.,SAD,1.0
خیلی کم خورش ریخته بودن,SAD,1.0
به نسبت قیمت، جوجه‌اش خوب بود ولی اونقدرها هم با کیفیت نبود,HAPPY,0.0
انتظار از سفارش نوشیدنی، یه نوشیدنی خنک هستش … ممنون میشیم حتما این موضوع رو لحاظ کنید,HAPPY,0.0
سلام از هات داگش راضیم چون یه ایده جدیدی داشت که تا حالا ندیده بودم و برام جالب بود فقط یه مشکل اینکه بنظرم نباید گوجه بیاد داخل این ترکیب چون وقتی میپزه آب گوجه راه میوفته و تو کل ساندویچ پخش میشه تو ذوق ادم میزنه با تشکر,HAPPY,0.0
کیفیت گوشت بد و غذاى مانده,SAD,1.0
من قبلا هم این شیرینی رو گرفتم سری‌های قبلی خیلی خیلی خوب وخوشمزه بود ولی امروز فرق میکرد نمیدونم چرا,SAD,1.0
همه چی عالی بود فقط بادوم زمینی توی ویتامینه یذره مزه اشو خراب کرده بود,HAPPY,0.0
عدم توجه به موارد نوشته شده,SAD,1.0
غذا کاملا با عکسی که در اپ مشاهده میشود مغایرت داشت. بسیار بسیاااار کیفیت پایین و به ندرت تکه‌ی استیک مشاهده میشد. ۴۵هزار تومان و حتی نصف این قیمت برای هر یک از این پیتزاها اتلاف هزینه بود,SAD,1.0
دو دفعه اس سفارش میدم شیری که یه روز مهلت بیشتر نداره رو برام میارن,SAD,1.0
در سفارش نه پیاز و نه نان گذاشته بودند، در صورتیکه قبل از پرداخت ذکر کرده بودم موکدا که نان و پیاز فراموش نشود …بقیه موارد خوب بود …,HAPPY,0.0
هم کوبیده و هم جوجه کباب خام و نپخته بود,SAD,1.0
برخورد پیک و بسته بندی واقعا خوب بود ولی طعم غذا انگار کمبود چاشنی داشت و نسبت به قیمتش ارزش نداشت,SAD,1.0
سلام …بعد از ۲ ماه از مسافرت برگشتم و هنوز نرسیده اومدم سراغ شاهو. مثل همیشه بینظیر و عالی بود فقط باقالی پلو با مرغ مرغش خیلی کم بود. اما مزه غذا عالی بود. واقعا خسته نباشید.,HAPPY,0.0
بهترین برگر. مثل همیشه همه چی عالییییی,HAPPY,0.0
سالادی که برام آوردن نصفش یخ زده بود. اما خود ساندویچ خوب بود مثل همیشه.,HAPPY,0.0
سلام غذا واقعا عالی بود متاسفانه بیشتر شب‌ها این غذا زود تموم می‌شه و موجود نیست برای سفارش شام پخت غذا رو بیشتر کنید لطفا سپاسگزارم,HAPPY,0.0
برخورد پیکی‌ که نتوانسته بود آدرس پیدا کنه بد بود لوکیشن ندارید مگه؟؟!,SAD,1.0
قبلا من پاستا آلفردو گرفته بودم خیلی بهتر بود.,SAD,1.0
ران مرغ و ماهی خیلی‌تر و تمیز بودند. ممنون.,HAPPY,0.0
بسیار خوب بود، ممنون. فقط قبلا سفارشات سریع ارسال میکردید، ولی یک مدتی هست بیشتر از نیم ساعت طول میکشه تا پیک، سفارش بیاره. قبلا هم داخل بسته سفارشات، بسته‌های دستمال کاغذی و کارد و چنگال و نمک قرار میدادید، ولی این دفعه فقط یک چنگال گذاشته بودید!.,HAPPY,0.0
سلام در شروع، اکبر جوجه شادمهر کیفیت خیلی خوبی داشت ولی رفته رفته از کیفیت آن زده شد و قیمت آن در مقایسه باقیمت آن بالاست. به نظر من مرغ کوچک بود تا جوجه برنج آن فوق العاده دارای کیفیت پایین داشت.,SAD,1.0
یک کیلو شیرینی خریدم ۱ دونه اشو هم نتونستیم بخوریم از بس کهنه و بی کیفیت بود …,SAD,1.0
فاصله کمتر از ۳۰۰ متر و نزدیک ۴۵ دقیقه زمان ارسال و البته ساندویچ سرد!,SAD,1.0
سلام خسته نباشید خیار رسمی سفارش داده بودم که به جاش گلخونه‌ای فرستادید,HAPPY,0.0
از هر‌ نظر صبحانه معقول و مناسب. متشکرم,HAPPY,0.0
غذا گرم و با بسته بندی مناسب بدستم رسید در مورد کباب تابه‌ای فقط میتونست بهتر باشه (بوی گوشت گوسفند و روغن غالب بود، فکر میکنم با اضافه کردن یکم پیاز بیشتر بهتر بشه) در کل میتونم بگم خیلی خوب بود,HAPPY,0.0
غذا خوشمزه بود ولی تکه‌های مرغ بسیار کوچک است. به اندازه سه بند انگشت!!!!!,SAD,1.0
غذا خوشمزه بود ولی سرد شده بود,HAPPY,0.0
غذا به موقع رسید. خورشت فوق العاده بی مزه بود. نه ترشی ای داشت نه شوری … حجمش هم به نظر ۵۰۰ گرم نبود. در کل نسبت به بقیه غذاهای رستوران اصلا راضی کننده نبود.,SAD,1.0
تو سفارس من یه مرغ دو تکه بود یه باید یه رون و یه بالا رون میبود اما چیزی که من تحویل گرفتم یک رون سوخاری و یدونه استخون سوخاری بود که حتی یه تیکه مرغ هم نداشت استخون خالی بود. من از مشتریای ثابتشونم تا حالا همچین اتفاقی نیافتاده بود,SAD,1.0
کیکا‌حداقل ۲ ۳ روز‌مونده بود.,SAD,1.0
ممنون همه چی خوب بود,HAPPY,0.0
بسیار عالی و با کیفیت …برخورد عالی پیک‌در تحویل بار … ولی قیمتها گران است که البته مقصر نیستند.. ولی خوب میشه تخفیف یا کوپن گذاشت …الان ۴۰۰تومان‌خرید کردیم هیچی نداشت …خخخ,HAPPY,0.0
برخی قسمتها سوخته و یا زیادی خشک شده بود,HAPPY,0.0
نان سرخ کرده سالاد ارسال نشده بود,SAD,1.0
خیلی سریع آوردن. ممنون از اسنپ فود بابت پیگیری سفارش قبلی,HAPPY,0.0
عالی بود خیلی کیفیت بالا بود,HAPPY,0.0
خیلی آبکی و بی مزه بود,SAD,1.0
درخواست کردم در صورت امکان مرغ سوخاری سینه باشی ولی در عین تعجب هر سه تیکه سینه بود؟؟؟؟؟,HAPPY,0.0
عالی بود ممنون پرپروک و اسنپفود,HAPPY,0.0
کیفیت نان برگر پایین بود و مرغ درون برگر گریل شده نبود و سوخاری بود.,SAD,1.0
پیتزا سوسیس و پنیرش با همیشه فرق داشت و افت کیفی زیادی شاهد بودم. لازانیا نسبت به قیمتش خوب نبود دیگر لازانیا سفارش نخواهم داد!,SAD,1.0
ممنون که همیشه نون تازه میفرستید,HAPPY,0.0
دوتا نوشابه سفارش داده بودم ولی فقط یکی ارسال شد,SAD,1.0
همه چیز خوب رو به عالی بود، از همه بیشتر پیتزای چهار فصل و اسموکی برگر رو دوست داشتیم. فقط دیر رسید که اونم تقصیر اسنپ فود بود شما مثل همیشه به موقع تحویل دادین. مررررسی,HAPPY,0.0
به نظر من قیمت نزدیک به ۱۰۰ هزار تومن برای یک کیلو کیکی که از نظر طعم و کیفیت متوسط رو به خوب بود، خیلی بالاست. احساسم قبل از خرید این بود که یه طعم متفاوت رو تجربه کنم ولی این طور نشد. به اصطلاح الکی گرون بود!,SAD,1.0
درود بر شما. داخل منو ریحان جزو افزودنی‌ها به چشم میخوره که متاسفانه فقط همون داخل منو اسمش هست. خوده پیتزاها هیچ کدوم ریحان نداره,HAPPY,0.0
من با توجه به نمره بالایی که اسنپ داشت گفتم خرید کنم، پیتزا اصلا طعم و مزه نداست و خیلی خیلی چرب بود. چند برگ از پیتزا خوردم و بقیش رو ریختم دور، واقعا بد بود.,SAD,1.0
بسته دستمال کاغذی پاره بود و دستمال کاغذی‌ها کثیف شده‌اند,SAD,1.0
سلام ماهی که خوب پخته نشده بودوخامی ماهی کاملا معلوم بود هیچ دورچینی نداشت فقط گوجه بغل ماهی بودبانون قیمه هم که اصلا جانیفتاده بودولپه هاش خام بود,SAD,1.0
مرغ تا حدودی خام بود و طعم خاصی هم نداشت,HAPPY,0.0
کیفیت غذا عالی بود مثل همیشه. همیشه هم پیک سر وقت میرسید. اینبار بالای ۱ ساعت زمان برد. و به دلیل محدود بودن ساعت نهار در محل کار موفق به خوردن نشدم. والا هزینه اکسپرس قبلا کمتر بود الان با اینکه بیشتر شده کیفیت اکسپرس اصلن خوب نیست. من که از اسنپ اکسپرس راضی نیستم بابت امروز.,HAPPY,0.0
سیخ جوجه سبک بود,HAPPY,0.0
کوبیده خوب نبود و چربی زیادی داشت. هرچند بسته بندی بسیار خوب و زیبا هست اما زباله بسیار زیادی تولید می‌کنه و اگه ساده‌تر باشه از دید محیط زیستی خیلی بهتره.,SAD,1.0
واقعا خوشمزه بود ولی من پیاز سوخاری ای حس نکردم اصلا,HAPPY,0.0
کباب لقمه خیلی خوب، چلو هم خوب، اما جوجه یه کم سوخته بود. در کل، حجم و کیفیت خیلی خوب بود.,HAPPY,0.0
خیلی دیر رسید پشتیبانی زنگ میزنی بعد ۴۰ دقیقه میگه الان سفارس برای پیک رفت آماده بشه میاره,SAD,1.0
پیک ۱۰ دقیقه قبل از رسیدن، پایان سفرش را زده بود و برای من فرآیندها به پایان رسیده بود ولی سفارشی به دستم نرسیده بود,SAD,1.0
به جای کنت ۶ کنت ۱ ارسال شده لطفا برام بفرستید,SAD,1.0
فیله اسپایسی بدون سالاد کلم و هالی سس ارسال شد در حالیکه طعم فیله اسپایسی باگت به هالی سسشه. فیله اسپایسیم مثل همیشه نبود خمیر و بدون تردی.,SAD,1.0
من سفارش کنسرو ۵۰۰ گرمی کرده بودم متاسفانه ۴۲۰ گرمی ارسال شده بود,HAPPY,0.0
تازه و ارسال سریع,HAPPY,0.0
آبمیوه‌اش عالی بود فقط موندم چرا ۴۰ دقیقه زمان برد تا برسه!!!!,HAPPY,0.0
طعم غذا خوب و مواد عالی است,HAPPY,0.0
با تشکر … ایکاش نان‌ها برش خورده بیاید که کمتر خمیر یا خشک شود (نصف نان خشک بود و نصف نان خمیر),HAPPY,0.0
عالی ممنون کیفیت و مقدار مشتی,HAPPY,0.0
عااالی بود، پیکتون هم بسیاااار خوش برخورد و مودب بود. کیفور شدیم,HAPPY,0.0
جعبه شانسی چیزی نبود که سفارش دادیم.,SAD,1.0
سلام عالی بود خیلی زحمت کشیدید,HAPPY,0.0
چرا وقتی تعداد سفارش بیشتر میشه - سرویس رو دوتا یکی میکنید؟ وقتی دو تا کوبیده سفارش میدیم یعنی دو نفر میخواهند از خدمات شما استفاده کنند و شما نباید سبزی، پیاز، نان رو برای یک سفارش قرار بدید!. (میتونید توی منو کوبیده اضافه رو بزاید که اونطوری میشه سرویس دهی برای یک نفر),HAPPY,0.0
من از خریدم از سوپر مارکت راضی بودم ولی پیک با ۴۰دقیقه تاخیر خرید من رو آورد,HAPPY,0.0
برای بنده نوشابه قوطی آورده نشد و گفته شد در رستوران موجود نبوده. همچنین پول این نوشابه کسر نشد خلاصه به دلیل دیروقت بودن و نداشتن پول خرد، ۲۰۰۰ تومن از پول بنده پرداخت نشد,SAD,1.0
خیلی‌مونده بود قشنگ از غذاش معلوم بود موندس,SAD,1.0
مرغ سوخاری طعم جالبی نداشت,SAD,1.0
یک ساعت طول کشید,HAPPY,0.0
فوق العاده خوش طعم و دوست داشتنی، بسته بندی واقعا خوب، و یک مورد جدید میزان چربی، پروتئین و انرژی بر روی هر خوراک درج شده. فوق العاده‌ای پلاک,HAPPY,0.0
من بارها از این رستوران و قسمت خورشهاش غذا سفارش دادم و همیشه عالی بوده.,HAPPY,0.0
غذا مثل همیشه عالی بود و به موقع رسید. امیدوارم کیفیت رو حفظ کنن …,HAPPY,0.0
بسیار ساندویچ ترش بود طوری که اصلا طعم مرغ و بقیه مواد مشخص نبود,SAD,1.0
طعم خود کیک بد نبود اما به شربت خیلی شیرین اغشته بود طوری ک میزد زیر دل مخصوصا زیرش ک شربتا جمع شده بود,HAPPY,0.0
طعم کباب بد و غذا سرد بود و خیلی هم برنج خشک بود با وجود اینکه کره زدم اصلا راضی نبودم و خیلی گروون بود اصلا نمی‌ارزید,SAD,1.0
سس سیر همراهش نبود,SAD,1.0
دمتون گرم سریع رسید,HAPPY,0.0
ممنونم. خیلی سریع و دقیقا همون سفارش‌ها بود. چون بعضی جاها یکم بی دقت هستن و هرچی دوست دارن میفرستن. سپاسگذارم,HAPPY,0.0
خیلی خوب بود، برخلاف بسیاری دیگر از رستوران‌ها سریع ارسال میشود,HAPPY,0.0
برنجش که افتضاح کبابش هم که لاستیک,SAD,1.0
کیفیت و حجم غدا بسیار خوب بود غذا، گرم به دستم رسید نوشابه خیلی خنک بود و عالی بود بسته بندی مناسب بود,HAPPY,0.0
غذا خوب بود اما خیلی دیر رسیدر. واقعا ۱ ساعت زیاده برای آماده سازی و اینکه تو سفارش نوشابه رو نیاوردهم بودن!!!,HAPPY,0.0
نوشیدنی بیسکوییت دنت سفارش داده بودم که نوشیدنی عسل فرستادن!,SAD,1.0
نوشابه اشتباه ارسال شده من فانتا سفارش دادم میراندا فرستادن,SAD,1.0
ممنون عالی بود وهمچنین سالم بدست ما رسید,HAPPY,0.0
قورمه سبزی نسبتا خوب بود، ظرف خوبی داشت. خیلی زود رسید. به نظرم کمی شور بود,HAPPY,0.0
نوشابه خانواده سفارش داده بودم، تک نفره فرستاده بودن، برگرشون کاملا خمیر شده بود و خیلی هم شور بود، اصلا رضایت بخش نبود,SAD,1.0
