original_index,comment,label,predicted_label,is_correct,model_used
1325,سفارش با تاخیر زیاد به آدرس اشتباه ارسال شده و به شخص ناشناس با عنوان نگهبان ساختمان تحویل داده شده، من خیلی عصبانی هستم، لطفا رسیدگی شود. هم پولم حروم شده، هم کیکم زمانی که میخواستم نرسیده. و پول,SAD,SAD,True,gpt-4.1
1326,طعم پیتزاهای باروژ خوب است ولی سفارش برای من اشتباه ارسال شده بود و پس از ارسال مجدد سرد و مانده بود.,SAD,SAD,True,gpt-4.1
1327,بستنی بصورت کاملا دیفریز شده تحویل من داده شد به علت تاخیر در تحویل,SAD,SAD,True,gpt-4.1
1328,تمام محصولات به درستی و به موقع به دستم رسید، برخورد پیک هم مناسب بود ممنون,HAPPY,HAPPY,True,gpt-4.1
1329,کاهوی سالاد سزار خیلی تلخ بود و من فقط تیکه‌های سوخاریش رو خوردم حجم فیله سوخاری ساندویج هم خیلی کم بود,SAD,SAD,True,gpt-4.1
1330,برخلاف نظر دوستان که فرموده بودند غذا سرد می‌رسه و یا سس همراه غذانیست - به قدری غذا داغ بود که ظرف غذا دستم را سوزاند ;-) و همراه چیز برگر ۲تا سس سفید و ۲ تا سس کچاپ ظرفی مخصوص خود نشاط بود و اگر مطمئن بودم که سس همراه غذا می‌آید حتما کباب ترکی گوشت سفارش می‌دادم و واقعا کیفیت و طعم غذا عالی بود امیدوارم این شرایط و کیفیت پیدار بماند,HAPPY,HAPPY,True,gpt-4.1
1331,پیک اسنپ از آوردن غذا تا طبقه سوم با بودن آسانسور خودداری کرد علیرغم میل مجبور شدم تا برای گرفتن غذا تا داخل بروم,SAD,SAD,True,gpt-4.1
1332,برنج خیلی بی کیفیت بود و خورش بسیار زیاد چرب با طعم و کیفیت متوسط. خیار سالاد شیرازی هم مانده و له شده بود. تنها بخش خوبش ماست و خیار و سبزی بود که تازه بود,SAD,SAD,True,gpt-4.1
1333,ممنون بابت کیفیت بالا و توجه به توضیحات,HAPPY,HAPPY,True,gpt-4.1
1334,با سلام خدمت مدیریت محترم بنده یک کیلو شیرینی دانمارکی سفارش دادم و به جز یک ردیف بقیه شیرینی دانمارکی نبود حالا بماند که اصلا فرسنگ‌ها با اون چیزی که عکسش موجود بود فرق میکرد و به شدت مونده و کهنه هم بودش. یعنی علاوه بر ارسال سفارش بر خلاف سفارش بنده، سفارش من بسیااار بی کیفیت بود. لطفا ارزش قائل بشین برای مشتری و هزینه‌ای که میپردازه. باتشکر,SAD,SAD,True,gpt-4.1
1335,کیفیت غذا خیلی خیلی ضعیف و بد بود، مخصوصا کیفیت جوجه,SAD,SAD,True,gpt-4.1
1336,خوراک کوبیده خوب بود و خوشمزه. گرم به دستم رسید.,HAPPY,HAPPY,True,gpt-4.1
1337,بسیار سپاسگذارم از بسته بندی عالی و همچنین به روز بودن تاریخ مواد غذایی,HAPPY,HAPPY,True,gpt-4.1
1338,کیفیتش عالی نبود اما رضایت بخش بود,HAPPY,HAPPY,True,gpt-4.1
1339,یکی از موارد سفارش جا مانده بود که مجدد تماس گرفتم و دوباره ارسال شد.,SAD,SAD,True,gpt-4.1
1340,گرم و به موقع رسید حجم برنج به نسبت خورشت زیاد بود بادمجان هم خیلی سفت بود,SAD,SAD,True,gpt-4.1
1341,سلام، با در نظر گرفتن اینکه در فاصله حدود یکماه، دو بار قیمتهاتون اضافه شده، فکر میکنم سرعت تغییر و افزایش‌ قیمت‌ها یک مقدار زیاده. ممنون از توجهتون.,HAPPY,SAD,False,gpt-4.1
1342,عالی و داغ و برشته خدا قوت ممنون ازتون,HAPPY,HAPPY,True,gpt-4.1
1343,با اینکه اسنپ فود تاخیر داشت ولی غذا گرم رسید. طعمش خوب بود و پرسنل,HAPPY,HAPPY,True,gpt-4.1
1344,جوجه کباب سفت و برنج بی مزه و شل,SAD,SAD,True,gpt-4.1
1345,واقعا خیلی ضعیف و بد سه نفری که این غذاها رو خوردن هر سه مشکل معده پیدا کردند. اونم بعد از ۱ ساعت که غذا سرد رسید. مشخصا مواد اولیه فوق‌العاده بی کیفیت استفاده شده بود.,SAD,SAD,True,gpt-4.1
1346,خیلی به موقع بود دمتون گرم,HAPPY,HAPPY,True,gpt-4.1
1347,پیتزا بسیار نازک بود و گوشت هم نداشت,SAD,SAD,True,gpt-4.1
1348,کته کباب ماسوله سفارش دادیم نوشته دو سیخ تو منو ولی یه سیخ بود,SAD,SAD,True,gpt-4.1
1349,همه چیز فوق العاده بووووود,HAPPY,HAPPY,True,gpt-4.1
1350,سلام. خیلی عالی بود هم گرم هم خوشمزه. ممنون,HAPPY,HAPPY,True,gpt-4.1
1351,خیلی خیلی خیلی غذا سرد بود واقعا حس خوبی پیدا نکردم که این غذا رو سفارش دادم و اصلا هیچ لذتی نداشت واسم لطفا رسیدگی کنید قبلا غذا بیست دقیقه حاظر بود چرا اینجوری شد اگه سفارش آنلاین دیگه دوست ندارین از این برنامه خارج شین,SAD,SAD,True,gpt-4.1
1352,تحویل غذا یکساعت طول کشید اکبر جوجه ش هم نصف جوجه‌ی مرغ بود که ب خیلی کوچیک بود ولی مزه ش خوب بود,SAD,SAD,True,gpt-4.1
1353,مثل همیشه عالی حتی عالی‌تر از همیشه، چندساله که کیفیت هرروز بهتر میشه، مرسی از مدیریت خوب رستوران,HAPPY,HAPPY,True,gpt-4.1
1354,عاااالی، عالی. از بهترین مرغ هایی بوده که خوردم. دستتون درد نکنه یه غذای خوشمزه پیشنهاد بدید که تست کنم اونم. انصافا عالیه غذاتون.,HAPPY,HAPPY,True,gpt-4.1
1355,ممنون،،، مثل همیشه عالی,HAPPY,HAPPY,True,gpt-4.1
1356,متاسفانه کیکی که فرستاده شده با تصویر ثبت شده متفاوته,SAD,SAD,True,gpt-4.1
1357,بد به تمام معنا ساندویچ با قیمت هفده تومن وسطش فیله‌های مرغ داشت که کاملا خام بودن. جوری که نتونستیم بخوریم واقعا حالمون بد شد. مواد پیتزا خیلی زیاده ولی متاسفانه کاملا مشخصه که سوسیس کالباسش چقدررر بی کیفیت و بده. مثلا توش گوشت چرخکرده قرار بود باشه که فقط سویا بود اونم با طعم افتضاحی. من مهمان داشتم و واقعا خجالت زده شدم مقابل مهمانم. هرگز دیگه سفارش نمیدم.,SAD,SAD,True,gpt-4.1
1358,سلام این دفعه راضی نبودم لیمو شیرین اصلا خوب نبود و اسکاج مارک دیگه فرستاده بودن بدون هماهنگی و یکی از دستمال کاغذی‌ها هم ارسال نشده بود که پیگیری کردم مبلغش برگشت,SAD,SAD,True,gpt-4.1
1359,خیلی خلاصه کیفیت غذا بیش از حد ممکن پایین بود، ضعف متریال و اشپزی قابل گفتن نیست. اولین و قطعا آخرین بار بود که از این فست فود غذا سفارش دادم,SAD,SAD,True,gpt-4.1
1360,اصلا تازه و خوشمزه نبود! بیسکویتش کاملا تلخ و بد بود! هرگز از اینجا نمیخرم! چون من تاکید کردم اگر چیزکیک بد دارید نفرستید و سفارش رو قبول نکنید,SAD,SAD,True,gpt-4.1
1361,بسیار سریع به دستم رسید ممنون,HAPPY,HAPPY,True,gpt-4.1
1362,خوب بود توقع من بیشتر بود سیب زمینیش کمی چقر بود ولی فیله استریپس پنیریش خوش طعم و عالی بود,HAPPY,HAPPY,True,gpt-4.1
1363,عالی مثل همیشه کیفیت و حجم عالی,HAPPY,HAPPY,True,gpt-4.1
1364,سفارش اشتباه ارسال شده به جای کاپوچینو یک لیتری، کاپوچینو ۲۵۰ میلی لیتری کاله ارسال شده، متاسفانه، لطفا پیگیری کنید,SAD,SAD,True,gpt-4.1
1365,خیییییلی بی کیفیت بود شبیه نان سس و چیپس بود,SAD,SAD,True,gpt-4.1
1366,شیک نوتلا مثل همیشه عالی بود و تیرامیسو نسکافه هم خیلی خوب بود برای اولین بار این طمع رو سفارش دادم,HAPPY,HAPPY,True,gpt-4.1
1367,مرغش یه مقداری بوی مرغ مونده رو میداد این بوی زخم مرغ نبود، کاملا بوی مرغ مونده بودش.,SAD,SAD,True,gpt-4.1
1368,با تشکر دیزی خوشمزه بود و بسیارسریع ارسال شد فقط اگه قیمت پایینتر باشه کاملا بی نقصه,HAPPY,HAPPY,True,gpt-4.1
1369,با سلام و عرض ادب ۱. سالاد کلم نداشت ولی دفعات قبلی داشت ۲. کیفیت سیب زمینی اش عالی بود بر خلاف فیله‌اش ۳. من از ماهک خیلی خرید کردم و دو دفعه آخر سفارش هایش بی کیفیت شده ۴. رفتار پیک خیلی خیلی خوب بود کاش همه پیک‌ها مثل این پیک شوند آرزومندم که در سفارش‌های بعدی از این سوخاری افزایش کیفیت شاملش شود با تشکر از ماهک و اسنپ فود,HAPPY,SAD,False,gpt-4.1
1370,افتضاح. فقط نون و کالباس بی کیفیت مونده. بدون گوجه و کاهو و سالاد و سس. باورکردنی نبود که به خودشون جرات دادن چنین چیزی رو بفرستند.,SAD,SAD,True,gpt-4.1
1371,سفارش بنده ۲عدد شیر کم دامداران بود که تنها یک عدد تحویل اینجانب گردید. ضمنا بسته بندی نامناسب بود که بعد از دریافت بسته از پیک کیسه پاره شد و ماست به زمین افتاد و شکست!,HAPPY,SAD,False,gpt-4.1
1372,حجم سیب زمینی از نظره من یک نفرست کاملا و پیتزا هم نسبت به حجم مواد قیمتش کمی بالاست اما ذز نظره کیفیت من راضی بودم فقط حجم غذا و مواد پیتزا نسبت به قیمتی که‌داره کمه,HAPPY,HAPPY,True,gpt-4.1
1373,برای اولین بار سفارش میدادم از این رستوران و اصلا راضی نبودم,SAD,SAD,True,gpt-4.1
1374,غذاش نسبت به قیمتش مناسب بود. اما چون فکر میکردم دوغش خوبه، خانواده سفارش دادم. ولی متفرقه و بی کیفیت بود.,SAD,SAD,True,gpt-4.1
1375,عالی بود فقط از یک ساعت زمان آماده سازی ۲۵ دقیقه تاخیر داشت.,HAPPY,HAPPY,True,gpt-4.1
1376,غذا سرد بود و تکه‌های مرغ خیلی کوچک بودند که با توجه به سابقه‌ی خوب رستوران امیدوارم درست بشه!,SAD,SAD,True,gpt-4.1
1377,خیلی سریع و خوب آوردن اما در عوض خامه شکلاتی خامه ساده گذاشته بودن: (,HAPPY,SAD,False,gpt-4.1
1378,مثل همیشه عالی امیدوارم همینطور باقی بمونه,HAPPY,HAPPY,True,gpt-4.1
1379,سالاد سزار خوب بود ولی به عنوان کسی که اولین باره داره سفارش میده و خود رستوران هم میدونه که مشتری دفعه اولش هست چون از کپن اولین خرید که پوره بود داره استفاده میکنه باید دقتش بیشتر باشه که من با استیک سفارش داده بودم ولی به جاش مرغ آورده بودن و این سهل انگاری رستوران تو سفارش مشتری هست,HAPPY,SAD,False,gpt-4.1
1380,هیچ سسی داخل ساندویچ نبود خیلی بی مزه و سرد بود. گوشت خشک بود اصلا پیشنهاد نمیدم. متأسفانه راضی نبودم!,SAD,SAD,True,gpt-4.1
1381,برنجی که با جوجه کباب فرستاده بودن کاملا مونده بود و اصلا قابل خوردن نبود، جوجه کبابش هم خیلی معمولی بود، خشک و بی مزه، به نسبت قیمتش اصلا نمی‌ارزید، جزء رستورانهایی بود که یکبار برای همیشه سفارش دادم، برای خوراک جوجه کباب هم کلا ۳ تا کفدست لواش فرستادن که خیلی کم بود، با این که فاصله خونه تا رستوران ۵ دقیقه پیاده است، پیک ۲۵ دقیقه بعد از تحویل گرفتن غذا معطل کرد,SAD,SAD,True,gpt-4.1
1382,مزخرفترین چیزی که میشد سفارش داد نون پنیر بخورین بهتره تا این,SAD,SAD,True,gpt-4.1
1383,بجای سوپریم ژانبون تنوری ارسال شده بود,SAD,SAD,True,gpt-4.1
1384,کیفیت نان خوب بود، سریع هم آوردند. با تشکر,HAPPY,HAPPY,True,gpt-4.1
1385,سلام من روز قبل هم از پرپروک ولنجک سفارش داده بودم ولی واقعا کیفیتش نسبت به روز قبل پایین بود و طعمش فرق میکرد.,SAD,SAD,True,gpt-4.1
1386,کترینگ مورد علاقه ى من هستین و همه ى غذاهاتون هم از نظر قیمت هم کیفیت عالیه,HAPPY,HAPPY,True,gpt-4.1
1387,سلام بجای نیم کیلو پسته ۴۵۰ گرم تحویل شد جهت اطلاع اسنپ فود,SAD,SAD,True,gpt-4.1
1388,"تو منو سالاد سزار همراه با نان خورد شده بود , سری‌های قبل هم که ما سفارش میدادیم اینطوری بوده که با نون خورد شده بود اما این سری نون خورد شده نداشت درحالی که توی منو نوشته بود همراه با نان خورد شده , حجمش هم کمتر شده بود که با این حالا کنار میاییم دوتا سس همراه دوتا سالاد بود که یکی شون با اون یکی فرق داشت یکم: / شما خیلی خفن بودین از نظر ما لطفا همونطوری بمونید",SAD,HAPPY,False,gpt-4.1
1389,گفته بودم در یک جعبه باشد دو جعبه فرستاده بود شیرینی هیچ عطر و خوشبویی نداشت علاوه بر شیرین نبودن بوی زحم آرد و تخم مرغ میداد.,SAD,SAD,True,gpt-4.1
1390,نوشتم بدون سمارتیز میخواهم، پر سمارتیز بود،، و اسمش پسته ولی داخلش همش موز بود و نارگل,SAD,SAD,True,gpt-4.1
1391,سلام. خیلی زود بدستم رسید، فقط اینکه غذا اشتباه بدستم رسید به جای ساندویچ بندری، ساندویچ الویه مرغ آورند خواهشمند به پرسنل تذکر داده شود که اشتباهی رخ ندهد,HAPPY,SAD,False,gpt-4.1
1392,خوب بود ولی نمیدانم چرا این دفعه ادویه نگذاشتید,HAPPY,HAPPY,True,gpt-4.1
1393,اسنپ مثل همیشه عالی این همه راه رو سریع اومد داغ اورد ولی واقعا از رستوران ایتالیایی مثل شما بعیده عذاتون طعم خوبی نده. قیمت رو شده بالا ببرین ولی غذا رو خوش طعم درست کنید و باور کنید اگه غذا رو با کیفیت خوب درست کنید باز هم چندین درصد سود میکنید به علاوه این که مشتری بیشتر و بیشتر جذب میکنید اشکلات غذا ۱) خمیر بد طعم و کلفت ۲) پنیرش واقعا طعم خوبی نمیداد طعم کره میداد ۳) سس باربیکرو هم نداشت فقط مرغ‌ها یه مقدار طعم باربیکیو میدادن ۴) چی بگم دیگه حتی روی خمیر هم زیر مواد سس نداشت من از یک دوست فنلاندی که آشپزه حرفه‌ای هست این دستور رو گرفتم تو خونه هم درست کردم طعمش معرکه میشه و هزینه زیادی نداره راه کار: (خمیر نباید اینجوری باشه برای پیتزای ایتالیایی و مثل اینکه توش دارچین هم زده بودین شما همون خمیر مایه رو با ارد که قاطی میکنین یک لایه نسبتا نازک درست کنین بزارین ۵ دقیقه طلایی بشه بعد سس مخصوص (فرمول سری) پیتزا دست ساز که میشه پودر فلفل دلمه دودی رب گوجه مرغوب ترجیحا فلفل سیاه نه قرمز برای تندیملایم مقدار کمی نمک سیر بین ۱ تا ۲ حپه و مقداری اویشن قاطی میکنین میزارین با یه کم آب که آب تبخیر بشه سس اماده بشه و کش بیاد بمالین روی خمیر (خمیر وقتی میره توی فر میاد بیرون پف میکنه پس باید تا میتونین نازک بزارین اولش) حالا که این دو رو درست کردین روش به اصطلاح (topping) رو بر اساس چیزی که مشتری میخواد بزارین دیگه مثلا قارچ و مرغ و چیزای دیگه حالا اگه باربیکیو بودمیشه سس باربیکیو هم زد و خردل که خیلی خوشمزه میشه نه واقعا این کار رو شده یه بار امتحان کنید به خدا مشتری بیشتر جذب میکنید هم شما راضی میشین هم ما. پنیر هم بهتره موزارالا سفید استفاده کنید اصلا به هیچ وجه پنیر زرد با میکس با پیتزا خوب نمیشه. باور کنید هزینه هم همون میشه تا پنیر باز بد بخرید. با مقدار کمی پارمازان که فوق العاده میشه این روش یک پیتزا فروش تو new york انجام میده مردم براش صف میبندند از صبح تا شب … با تشکر.,SAD,SAD,True,gpt-4.1-nano
1394,هزینه حملی که اسنپ فود حتی از رستورانها و قنادیهای نزدیک دریافت میکند واقعا منطقی نیست.,HAPPY,SAD,False,gpt-4.1-nano
1395,تازه و با کیفیت بود,HAPPY,HAPPY,True,gpt-4.1-nano
1396,ساندویچ گرم و تازه نبود که اگر رستوران آمادگی ندارد باید اعلام کند,SAD,SAD,True,gpt-4.1-nano
1397,سلام خسته نباشید. خیلی خوب بود. پیشنهاد میکنم همراه با سس قرمز یک سس سقیدهم بزارین، خیلی بهتره. بازم ممنونیم.,HAPPY,HAPPY,True,gpt-4.1-nano
1398,داخل بسکت سوخاری بال مرغ وجود نداشت,SAD,SAD,True,gpt-4.1-nano
1399,مثل همیشه طعمش خیلی خوب بود ولی متاسفانه برخلاف همیشه که گرم و داغ به دستم میرسید، کمی سرد شده بود اما قابل خوردن بود.,HAPPY,HAPPY,True,gpt-4.1-nano
1400,با سپاس از کیفیت عالی غذا ولی حدود یک ساعت و ده دقیقه زمان برد وقتی پیک رسید گفت بلد نبودم این ادرس رو و پیتزا کاملا یخ کرده رسید,SAD,SAD,True,gpt-4.1-nano
1401,غذا عالی ن …ولی بد نبود …برخورد پیک بسیار خوب و به موقع غذا رسید,SAD,HAPPY,False,gpt-4.1
1402,خامه صبحانه ارسال نشد,SAD,SAD,True,gpt-4.1
1403,کمی غذا سرد بود.,HAPPY,SAD,False,gpt-4.1
1404,برگرش اصلا خوب نبود و آدم فکر میکرد برگر ۲۱۲ یخزده داره میخوره,SAD,SAD,True,gpt-4.1
1405,کیفیتش خوب بود ولی سفارش رو خیلی دیر آوردن,HAPPY,SAD,False,gpt-4.1
1406,ممنون از ارسال به موقع و برخورد خوب پیک,HAPPY,HAPPY,True,gpt-4.1
1407,نان تازه و کاملا داغ به دستم رسید. خیلی ممنون,HAPPY,HAPPY,True,gpt-4.1
1408,غذا کاملا سرد و سیب زمینی‌ها کاملا غیر قابل استفاده بودند,SAD,SAD,True,gpt-4.1
1409,نوشیدنی که سفارش داده بودم متاسفانه نبود تو بسته بندی و غذا بسیار سرد بود,SAD,SAD,True,gpt-4.1
1410,غذا سرد و خشک و به شدت بی کیفیت بود. خیلی هم دیر آمد در مجموع نمره صفر رو می‌گیره,SAD,SAD,True,gpt-4.1
1411,لطفا در صورت عدم موجودی جنس دیگری نفرستید,SAD,SAD,True,gpt-4.1
1412,خوب بود ولی حجمش کم بود,HAPPY,HAPPY,True,gpt-4.1
1413,خوب بود البته گوجه‌ها کمی پلاسیده بود,HAPPY,HAPPY,True,gpt-4.1
1414,من ماست موسیر سفارش دادم اما ماست چکیده ارسال شده,SAD,SAD,True,gpt-4.1
1415,باقلوا خوشمزه و تازه بود. بنظر من برای ماه رمضان باقلوا جایگزین مناسبی برای زوللیا و بامیه است چون هم مغذی و هم خاصیت داره. برخورد پیک مناسب بود. با تشکر از باقلوای لذت سنتر,HAPPY,HAPPY,True,gpt-4.1
1416,سس خیلی زیاد میزنید،,SAD,SAD,True,gpt-4.1
1417,جوجه و برنج کاملا خام بود بد,SAD,SAD,True,gpt-4.1
1418,ارزش یکبار امتحان کردن رو داشت,HAPPY,HAPPY,True,gpt-4.1
1419,خیلی خوب و تازه بود مرسی,HAPPY,HAPPY,True,gpt-4.1
1420,پیک حتی به خودش اجازه نداد از موتور پیاده بشه چه برسه بخواد درب واحد تحویل بده واقعا متاسفم,SAD,SAD,True,gpt-4.1
1421,این شبیه هر چیزی بود به غیر از قیمه نثار. اصلا از ادویه قیمه نثار استفاده نشده بود. کیفیت برنج هم خیلی خوب نبود و در کل اصلا مزه خوبی نداشت. با توجه به قیمتش انتظار میرفت که قیمه نثار خوبی باشه ولی اصلا اینطوری نبود.,SAD,SAD,True,gpt-4.1
1422,همه چیز عالی. سپاس و خسته نباشید.,HAPPY,HAPPY,True,gpt-4.1
1423,فلافل خوشمزه‌ای بود. به شخصه از طعم فیش برگر خوشم نیومد.,HAPPY,HAPPY,True,gpt-4.1
1424,خیلی خوش مزه و عالی بود مرسی,HAPPY,HAPPY,True,gpt-4.1
1425,وقتی کالایی موجود نیست قبل تایید سفارش به اطلاع برسونید تا مجبور نباشید تایمر رو ۲ بار وقتی صفر شد دوباره رو ۳۰دقیقه تنظیم کنیدکه باعث معطلی مشتری و پیک شه. نان جو تاریخ ۴روز پیش ارسال شد مایع ظرفشویی هم اوه میخاستم با اینکه رایحه‌های دیگش بعد یه روز هنوز موجوده گفتن تموم شده و اکتیو بدون پلمپ فرستادند,SAD,SAD,True,gpt-4.1
1426,رفتار پیک فوق العاده بی ادبانه بود و دیگه هیچوقت حاضر نیستم از رستوران شما سفارش بدم,SAD,SAD,True,gpt-4.1
1427,غذا عالی بووود پیک بسیار خوش برخوردی داشت,HAPPY,HAPPY,True,gpt-4.1
1428,به نسبت پولی که گرفته شده میزان غذا خیلی کم هستش. اصلا باورم نمیشد لقمش اینقد کوچک باشد. همین مبلغ به رستوران‌های دیگه داده میشه ولی یه ساندویچ بزرگ میخوری.,SAD,SAD,True,gpt-4.1
1429,هم خیلییی سرد بود ساندویچ که گذاشتیم تو مایکروفر دوباره گرم کردیم هم گوشت همبرگر نپخته بود کلا راضی نبودیم ….,SAD,SAD,True,gpt-4.1
1430,کیک وانیلی سفارش داده بودم کیک شکلاتی بهم دادن,SAD,SAD,True,gpt-4.1
1431,بسیار زیاد شور بود و به ترشی می‌زد خیلی سرخ شده بود و عملا مثل سنگ شده بود بدترین فیله استریپسی بود که تا حالا خوردم اگه سیب زمینی نبود گشنه می‌موندم,SAD,SAD,True,gpt-4.1
1432,مرغش زیاد نپخته بود و بوی ضخم میداد.,SAD,SAD,True,gpt-4.1
1433,واقعا بدون طعم ومزه و بی کیفیت,SAD,SAD,True,gpt-4.1
1434,اگه میخواید یه غذای باکیفیت تمیز و خونگی بخورید حتما از این رستورن سفارش بدید. حجم غذا دونفره س و طعمش خیلی خوبه,HAPPY,HAPPY,True,gpt-4.1
1435,سفارش من سیب سبز بود سیب قرمز ارسال کردن!,SAD,SAD,True,gpt-4.1
1436,به جوجه اونقدر سیر زده بودن که بوی موندگیش نیاد. همین که در غذا رو باز کردم بوی بدی از غذا زد بالا. ولی شکل غذا خوب بود.,SAD,SAD,True,gpt-4.1
1437,خیلی خیلی عالی سس سیر همراه پیاز سوخاری بسیار خوشمزه بود و پیتزا عالی و با کیفیت,HAPPY,HAPPY,True,gpt-4.1
1438,کیک مغایرت داشت. همون کیک هم ترکیده بود.,SAD,SAD,True,gpt-4.1
1439,پیتزا بیکن عالی نبود ولی خوب بود. پپرونی واقعا خوب نبود.,HAPPY,SAD,False,gpt-4.1
1440,من شکلات اورئو میلکا سفارش دادم ولی بیسکوییت فرستادن جاش,SAD,SAD,True,gpt-4.1
1441,تنها مشکلش اینه که سس یا نمیدید یا اگه میدین برای هر ساندویچ یدونه هست که به نصف ساندویچ هم نمیرسه,HAPPY,SAD,False,gpt-4.1
1442,پاچین نداشت!!! خیلی چرب بود,SAD,SAD,True,gpt-4.1
1443,غذا خوب و گرم بود و اینکه از نان سبوس دار استفاده می‌شود متشکریم,HAPPY,HAPPY,True,gpt-4.1
1444,به نظرم اندازه تارت لتبانوفی به طرز خیلی مسخره‌ای کوچیک بود، به طوری که وقتیبه دستمون رسید خنده امون گرفته بود به نظم بهتره سایز رو هم قید کنن مثلا بنویسین در سایز ۱در ۲ سانت، این چی بود آخه طعم و همه چی خوب بود ولی سایزش مال مورچه‌ها بووود,SAD,SAD,True,gpt-4.1
1445,نوشابه رو نیاوردن من نمیدونم چرا دقیق نیستید,SAD,SAD,True,gpt-4.1
1446,اندازه ساندویچ هانسبت به قبل خیلی کوچک شده,SAD,SAD,True,gpt-4.1
1447,همه چیز عالی و خوشمزه فقط قارچ سوخاری پر روغن بود,HAPPY,HAPPY,True,gpt-4.1
1448,تیرامیسو خوشمزه بود. بیسکوییت شهد انگور شکلاتی بد نیست ولی ما دوست نداشتیم، شاید باید ساده ش رو میگرفتیم.,HAPPY,HAPPY,True,gpt-4.1
1449,بسیار بسیار راضی هستم، سرعت و نظم رستوران مثال زدنیه,HAPPY,HAPPY,True,gpt-4.1
1450,غذا خیلی خوب بود پیک خیلی مودب,HAPPY,HAPPY,True,gpt-4.1
1451,در دو سفارش قبلی کیفیت آب سیب در قیاس با سفارش‌های قبلی به شدت افت داشته.,HAPPY,SAD,False,gpt-4.1
1452,کیفیت قابل قبول بود، نان برای خوراکها به اندازه کافی و تازه بود سوپش خیلی خوشمزه است، یه مقدار کم سرد شده بود غذا,HAPPY,HAPPY,True,gpt-4.1
1453,بسیار عالی تازه خوشمزه بودند ولی عکس بربری کره‌ای با اون مدلی که برای من فرستاده شده بود متفاوت بود!,HAPPY,HAPPY,True,gpt-4.1
1454,متاسفانه همیشه سفارش من از این رستوران با تاخیر میرسه,SAD,SAD,True,gpt-4.1
1455,پلو ته دیگی حجم بسیار کم و برنج با خورده ته دیگ آورده بودند خیلی خیلی بد ته چین، مرغ بسیار کم و خمیر و بد مزه قیمه هم اصلا خوب نبود سالاد سزار چند تکه کوچک مرغ خورد شده و ته ظرف آب کاهوها جمع شده بود,SAD,SAD,True,gpt-4.1
1456,بورک‌ها به شدت شوررررررر و بسیار زیاد چرب، اصلا خوشمزه نبودن. پواچا هم اصلا جالب نبود-امکان نداره دوباره خرید کنم-حیف پول,SAD,SAD,True,gpt-4.1
1457,همه چی عالی برخورد پیک عالی‌ ممنون بابت همه چی,HAPPY,HAPPY,True,gpt-4.1
1458,بسیار خوب، پیک هم بسیار محترم,HAPPY,HAPPY,True,gpt-4.1
1459,هروقت پیراشکی سفارش دادم تازه نبوووووووووده,HAPPY,SAD,False,gpt-4.1
1460,ما همیشه باروژ رو انتخاب میکنیم چون واقعا با کیفیت و خوشمزس,HAPPY,HAPPY,True,gpt-4.1
1461,با اینکه در جواب نظرها نسبت به حجم کم مینویسید: مقدار استفاده شده استاندارده ولی واقعا یه نون و پنیر که شباهتی به عکسش هم نداره با چه استانداردی درست شده؟ از کدوم استاندارد حرف میزنید؟ اعتبار خودتون رو خراب نکنید,SAD,SAD,True,gpt-4.1
1462,بسیار خوب البته احتمالا از نظر خودشون همونطور که توی توضیحات لارج سالاد بود دو دونه کرنبری داشت بدون فلفل یه تیکه اندازه گیلاس بروکلی گداشتن. یک دونه بادوم نصف یک لیمو ترش خشک و دو پر ریحان. میشد بهش گفت اسمال سالاد نه لارج سالاد۳۲ هزاد تومن هم بابتش پول میگیرن,SAD,SAD,True,gpt-4.1
1463,پاستا با سس پستو خیلی خوب بود و طعم متفاوتی داشت در مقایسه با پاستا با سس بلونز که همان ماکارونی خودمون بود و چیز خاصی رو احساس نکردم تو مزه‌اش,HAPPY,HAPPY,True,gpt-4.1
1464,ذرت‌های سالاد فصل خیلی سفت بود,SAD,SAD,True,gpt-4.1
1465,شوکت طعم خیلی خوبی داشت:),HAPPY,HAPPY,True,gpt-4.1
1466,یک ساعت بعد از تحویل گرفتن غذا، بدست من رسید، و غذا کاملا سرد بود،,SAD,SAD,True,gpt-4.1
1467,اگر بین کیک، قطعات موز هم گذاشته میشد عالی بود,HAPPY,HAPPY,True,gpt-4.1
1468,نمیدونم داخل پیتزا از چه مواردی استفاده شده ولی من هنوز ساعتها بعد از خوردنش حال تهوع و سرگیجه دارم.,SAD,SAD,True,gpt-4.1
1469,واقعا مزخرف بود … یک ساعت و چهل دقیقه طول کشید که غذا به دستم برسه و وقتی هم رسید سرد بود … واقعا متاسفم هم برای رستوران که دیگه به هیچ عنوان ازش غذا نمیگیرم و هم برای اسنپ فود,SAD,SAD,True,gpt-4.1
1470,شیر و ماست تاریخشون خیلی قدیمی بود شیر ٢ روز از تاریخش مونده بود و ماست ٦ روز به نظرتون یه سطل ماست ٦ روزه تموم میشه یا شیری که روزانه براتون میاد رو چرا نگه میدارین و اونایی که باید مرجوع کنید به مشتری میفرستین؟,SAD,SAD,True,gpt-4.1
1471,جوجه‌کباب هاش‌بسیار‌عالیه طعم فوق العاده‌ای داره مخصوصا وقتی برشته باشه,HAPPY,HAPPY,True,gpt-4.1
1472,پیتزای آمریکن خیلی خیلی شور بود,HAPPY,SAD,False,gpt-4.1
